time_records,open,high,low,close,prediction,ticket,order price,prediction_s,high_dif_l,low_dif_l,y_l,high_dif_s,low_dif_s,y_s,result_l,result_s
4/17/2023 13:00,2011.331,2013.511,2010.563,2011.407,0,none,none,0,3.628,-6.5,0,3.628,-6.5,0,none,none
4/17/2023 14:00,2011.396,2015.035,2010.122,2010.82,0,none,none,0,1.891,-23.539,0,1.891,-23.539,1,none,none
4/17/2023 15:00,2010.777,2012.711,2008.306,2009.901,0,none,none,0,2.169,-22.62,0,2.169,-22.62,1,none,none
4/17/2023 16:00,2009.898,2012.07,2009.757,2010.4,0,none,none,0,-0.23,-23.119,0,-0.23,-23.119,1,none,none
4/17/2023 18:00,2007.582,2010.17,2004.907,2009.111,0,none,none,0,-11.996,-21.83,0,-11.996,-21.83,1,none,none
4/17/2023 23:00,1989.96,1992.121,1987.281,1991.516,0,none,none,0,5.599,2.483,1,5.599,2.483,0,none,none
4/18/2023 1:00,1995.265,1997.115,1994.085,1995.551,0,none,none,0,1.13,-1.552,0,1.13,-1.717,0,none,none
4/18/2023 2:00,1995.575,1996.681,1994.583,1996.271,0,none,none,0,0.202,-2.437,0,0.202,-2.927,0,none,none
4/18/2023 3:00,1996.303,1996.473,1994.498,1994.952,0,none,none,0,1.162,-1.608,0,4.408,-1.608,0,none,none
4/18/2023 5:00,1995.063,1995.063,1993.999,1994.608,0,none,none,0,4.752,-1.264,1,6.263,-1.264,0,none,none
4/18/2023 6:00,1994.626,1995.328,1993.834,1993.943,0,none,none,0,7.844,-0.599,1,7.844,-0.599,0,none,none
4/18/2023 7:00,1993.952,1996.114,1993.344,1995.175,0,none,none,0,6.612,-0.683,1,6.612,-0.683,0,none,none
4/18/2023 8:00,1995.166,1999.36,1994.492,1997.644,0,none,none,0,4.143,-1.487,0,4.143,-1.487,0,none,none
4/18/2023 9:00,1997.663,2000.871,1996.157,2000.409,0,none,none,0,1.378,-4.045,0,1.378,-4.045,0,none,none
4/18/2023 10:00,2000.377,2001.787,1999.424,2000.248,0,none,none,0,3.861,-3.884,0,3.861,-3.884,0,none,none
4/18/2023 11:00,2000.285,2000.459,1998.281,1998.412,0,none,none,0,6.74,-2.048,1,6.74,-2.048,0,none,none
4/18/2023 12:00,1998.402,2001.785,1996.364,2000.574,0,none,none,0,4.578,-2.492,1,4.578,-2.492,0,none,none
4/18/2023 13:00,2000.587,2001.14,1998.082,1999.773,0,none,none,0,5.379,-1.209,1,5.379,-1.209,0,none,none
4/18/2023 14:00,1999.805,2004.109,1998.564,2002.317,0,none,none,0,2.835,-11.206,0,2.835,-11.206,1,none,none
4/18/2023 15:00,2002.322,2005.152,2001.903,2003.2,0,none,none,0,8.661,-12.089,0,8.661,-12.089,0,none,none
4/18/2023 16:00,2003.197,2004.109,1999.084,2001.198,0,none,none,0,10.663,-10.087,0,10.663,-10.087,0,none,none
4/18/2023 17:00,2001.176,2004.778,1999.687,2003.48,0,none,none,0,8.381,-12.369,0,8.381,-12.369,0,none,none
4/18/2023 20:00,2001.278,2001.665,1991.111,1999.096,0,none,none,0,12.765,4.29,1,12.765,4.29,0,none,none
4/18/2023 22:00,2009.171,2011.861,2007.123,2008.429,0,none,none,0,0.104,-5.043,0,0.104,-5.043,1,none,none
4/18/2023 23:00,2008.459,2008.533,2005.127,2007.148,0,none,none,0,-0.983,-3.762,0,-0.983,-3.762,0,none,none
4/19/2023 1:00,2004.067,2005.593,2003.386,2005.291,0,none,none,0,0.982,-1.488,0,0.982,-1.488,0,none,none
4/19/2023 2:00,2005.321,2006.165,2003.803,2004.07,0,none,none,0,3.383,0.03,0,3.383,0.03,0,none,none
4/19/2023 3:00,2004.1,2005.453,2004.1,2005.011,0,none,none,0,2.442,-3.075,0,2.442,-3.075,0,none,none
4/19/2023 5:00,2005.071,2005.934,2004.571,2005.488,0,none,none,0,1.965,-3.552,0,1.965,-3.552,0,none,none
4/19/2023 6:00,2005.491,2006.273,2004.8,2005.755,0,none,none,0,1.698,-3.819,0,1.698,-3.819,0,none,none
4/19/2023 7:00,2005.757,2007.453,2004.818,2007.365,0,none,none,0,-0.477,-7.895,0,-0.477,-7.895,1,none,none
4/19/2023 9:00,2003.46,2006.888,2001.936,2004.189,0,none,none,0,0.58,-17.322,0,0.58,-17.322,1,none,none
4/19/2023 10:00,2004.172,2004.769,2002.175,2003.397,0,none,none,0,1.045,-16.53,0,1.045,-16.53,1,none,none
4/19/2023 11:00,2003.431,2004.442,2002.587,2003.909,0,none,none,0,0.37,-27.302,0,0.37,-27.302,1,none,none
4/19/2023 12:00,2003.928,2004.279,1999.47,2000.439,0,277654977,2000.512,1,0.849,-27.831,0,0.849,-27.831,1,none,TRUE
4/19/2023 13:00,2000.474,2001.288,1986.867,1991.049,0,277718284,1991.01,1,4.436,-19.868,0,4.436,-19.868,0,none,FALSE
4/19/2023 14:00,1991.082,1995.485,1990.326,1991.326,0,none,none,0,0.062,-22.113,0,0.062,-22.113,1,none,none
4/19/2023 15:00,1991.358,1991.388,1976.607,1980.006,0,277804064,1979.711,1,0.522,-10.793,0,0.522,-10.793,1,none,TRUE
4/19/2023 16:00,1980.008,1980.528,1972.608,1974.066,0,277852631,1974.061,1,18.822,-4.853,0,18.822,-4.853,0,none,FALSE
4/19/2023 17:00,1974.061,1976.38,1971.181,1972.977,0,none,none,0,22.989,-3.764,0,22.989,-3.764,0,none,none
4/19/2023 18:00,1973.007,1973.198,1969.213,1970.582,0,277913220,1970.589,1,25.384,-0.915,1,25.384,-0.915,0,none,FALSE
4/19/2023 19:00,1970.589,1980.477,1969.667,1980.289,1,277954074,1980.657,0,16.188,-0.954,1,16.188,-0.954,0,TRUE,none
4/19/2023 20:00,1980.322,1992.888,1979.335,1990.64,1,278002188,1990.86,0,5.872,-1.776,1,5.872,-1.776,0,TRUE,none
4/19/2023 21:00,1990.674,1995.966,1990.395,1992.794,0,none,none,0,3.9,-3.93,0,3.9,-3.93,0,none,none
4/19/2023 22:00,1992.818,1995.805,1988.864,1990.742,0,none,none,0,6.092,-0.405,1,6.092,-0.405,0,none,none
4/19/2023 23:00,1990.78,1996.477,1990.337,1996.002,1,278102573,1996.381,0,0.832,-2.336,0,0.832,-2.336,0,FALSE,none
4/20/2023 0:00,1996.014,1996.512,1993.689,1993.946,0,none,none,0,2.888,-0.28,0,2.888,-0.28,0,none,none
4/20/2023 1:00,1993.949,1996.694,1993.666,1996.35,0,none,none,0,0.484,-3.2,0,0.484,-3.2,0,none,none
4/20/2023 2:00,1996.32,1996.834,1993.775,1994.456,0,none,none,0,2.226,-1.306,0,2.226,-1.306,0,none,none
4/20/2023 3:00,1994.422,1995.383,1993.912,1994.679,0,none,none,0,3.901,-2.481,0,3.901,-2.481,0,none,none
4/20/2023 5:00,1994.615,1995.699,1994.096,1994.506,0,none,none,0,4.074,-3,0,4.074,-3,0,none,none
4/20/2023 6:00,1994.48,1994.707,1993.15,1993.653,0,none,none,0,4.927,-3.139,0,4.927,-3.139,0,none,none
4/20/2023 7:00,1993.688,1996.682,1993.505,1995.644,0,none,none,0,2.936,-5.13,0,2.936,-5.13,1,none,none
4/20/2023 8:00,1995.623,1998.58,1992.198,1995.715,0,none,none,0,1.157,-5.201,0,1.157,-5.201,1,none,none
4/20/2023 9:00,1995.722,1996.872,1991.506,1991.769,0,278253343,1991.845,1,9.298,-1.255,1,9.298,-1.255,0,none,FALSE
4/20/2023 10:00,1991.778,1993.175,1990.514,1992.761,0,none,none,0,8.306,-1.34,1,8.306,-1.34,0,none,none
4/20/2023 11:00,1992.753,1994.357,1992.046,1992.735,0,none,none,0,8.332,-1.314,1,8.332,-1.314,0,none,none
4/20/2023 12:00,1992.71,1995.256,1991.421,1994.272,0,none,none,0,6.795,-1.896,1,6.795,-1.896,0,none,none
4/20/2023 13:00,1994.309,2001.067,1994.309,1999.148,1,278360128,1999.271,0,5.538,-6.772,0,5.538,-6.772,0,FALSE,none
4/20/2023 14:00,1999.178,1999.93,1995.486,1997.167,0,none,none,0,7.519,-4.791,0,7.519,-4.791,0,none,none
4/20/2023 15:00,1997.178,1999.065,1994.515,1996.689,0,none,none,0,14.533,-4.313,0,14.533,-4.313,0,none,none
4/20/2023 16:00,1996.668,2000.163,1992.376,1999.554,0,none,none,0,11.668,-2.112,1,11.668,-2.112,0,none,none
4/20/2023 17:00,1999.584,2004.686,1999.561,2003.582,1,278500304,2003.56,0,7.64,-6.14,0,7.64,-6.14,0,FALSE,none
4/20/2023 18:00,2003.55,2004.609,2000.996,2001.082,0,278525563,2001.147,1,10.14,-3.64,0,10.14,-3.64,0,none,FALSE
4/20/2023 19:00,2001.114,2011.222,1997.442,2006.788,1,278584394,2006.749,0,-2006.788,-2006.788,0,-2006.788,-2006.788,1,FALSE,none
